director_name,num_critic_for_reviews,duration,director_facebook_likes,gross,genre_1,movie_title,num_voted_users,cast_total_facebook_likes,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,profit,return_on_investment,Action,Adventure,Biography,Comedy,Drama,Horror,Documentary,other_actors_facebook_likes,critic_review_ratio,ln_profit,ln_gross,ln_num_voted_users,ln_num_critic_for_reviews
John Cornell,32,0,5,109306210,Action,Crocodile Dundee II ,44096,717,Others,PG,15800000,0,5.5,489,93506210,591.8114556962025,1,0,0,0,0,0,0,219,0.5161290322580645,18.353538409165697,18.509663767635264,10.694124354373331,3.4657359027997265
Lewis Gilbert,112,1,43,46800000,Action,The Spy Who Loved Me ,76477,1326,Others,PG,14000000,0,7.1,0,32800000,234.2857142857143,1,0,0,0,0,0,0,482,0.4072727272727273,17.305939073354374,17.661393760887876,11.244745321014502,4.718498871295094
Courtney Solomon,125,0,31,16298046,Horror,An American Haunting ,22207,1608,Others,PG-13,14000000,1,5,0,2298046,16.414614285714286,0,0,0,0,0,1,0,663,0.16733601070950468,14.647569754596933,16.60655578129052,10.008162833474259,4.8283137373023015
Franco Zeffirelli,62,0,160,14348123,Comedy,Tea with Mussolini ,9323,1148,Others,PG,12000000,0,6.9,970,2348123,19.56769166666667,0,0,0,1,0,0,0,385,0.39490445859872614,14.669126843566595,16.479129690220926,9.140239744296693,4.127134385045092
John Stainton,61,0,0,28399192,Action,The Crocodile Hunter: Collision Course ,5663,1483,Others,PG,13000000,1,5.4,332,15399192,118.45532307692308,1,0,0,0,0,0,0,472,0.5754716981132075,16.54982559847492,17.16187125202248,8.641709066113805,4.110873864173311
Barbra Streisand,16,1,0,30400000,Drama,Yentl ,9503,914,Others,PG,12000000,0,6.6,0,18400000,153.33333333333334,0,0,0,0,1,0,0,316,0.23529411764705882,16.727861222579214,17.22995316637645,9.159362817211315,2.772588722239781
Terry Gilliam,139,0,0,42365600,Adventure,Time Bandits ,45890,2730,Others,PG,5000000,0,7,0,37365600,747.312,0,1,0,0,0,0,0,1065,0.7853107344632768,17.43626105302571,17.56184727014866,10.73400250738888,4.9344739331306915
Martin Campbell,400,1,258,167007184,Action,Casino Royale ,470501,9125,Others,PG-13,150000000,1,8,0,17007184,11.338122666666667,1,0,0,0,0,0,0,1834,0.1738374619730552,16.649146400990524,18.933547387419853,13.061553363403824,5.991464547107982
Guy Ritchie,151,0,0,30093107,Comedy,Snatch ,600996,39175,Others,R,6000000,0,8.3,27000,24093107,401.5517833333333,0,0,0,1,0,0,0,12000,0.20798898071625344,16.997436340952824,17.21980670017158,13.306343557921153,5.017279836814924
Tim Robbins,77,1,0,39025000,Crime,Dead Man Walking ,73193,903,Others,R,11000000,0,7.6,0,28025000,254.77272727272728,0,0,0,0,0,0,0,449,0.4052631578947368,17.148607526922497,17.47971302436577,11.200855066961413,4.343805421853684
Kevin Greutert,156,0,52,27669413,Horror,Saw VI ,76207,3101,Others,R,11000000,1,6,0,16669413,151.54011818181817,0,0,0,0,0,1,0,1298,0.8041237113402062,16.629086041149577,17.135838137226553,11.241208600972604,5.049856007249537
Oliver Parker,105,0,32,18535191,Comedy,An Ideal Husband ,12980,2640,Others,PG-13,14000000,0,6.9,646,4535191,32.39422142857143,0,0,0,1,0,0,0,1019,0.7954545454545454,15.327377757513283,16.73518169934258,9.471164990258082,4.653960350157523
Stanley Kubrick,285,1,0,56715371,Adventure,2001: A Space Odyssey ,427357,727,Others,G,12000000,0,8.3,24000,44715371,372.62809166666665,0,1,0,0,0,0,0,190,0.1641705069124424,17.61582787072006,17.85355582543321,12.965375008476393,5.652489180268651
Geoffrey Sax,173,0,13,55865715,Drama,White Noise ,41763,2013,Others,PG-13,10000000,1,5.5,0,45865715,458.65715,0,0,0,0,1,0,0,760,0.4292803970223325,17.641228446033644,17.83846142259285,10.639766059056678,5.153291594497779
Victor Salva,190,0,108,37470017,Horror,Jeepers Creepers ,86890,1982,Others,R,10000000,1,6.1,0,27470017,274.70017,0,0,0,0,0,1,0,592,0.19289340101522842,17.1286056769282,17.439051624466057,11.372398229833252,5.247024072160486
Carol Reed,56,1,82,16800000,Drama,Oliver! ,25303,1593,Others,G,10000000,0,7.5,0,6800000,68,0,0,0,0,1,0,0,414,0.4057971014492754,15.732433170146335,16.636889444373487,10.138678244761005,4.02535169073515
George Miller,117,0,750,36200000,Action,Mad Max Beyond Thunderdome ,101840,1529,Others,PG-13,12305523,0,6.2,0,23894477,194.17685050850744,1,0,0,0,0,0,0,591,0.6062176165803109,16.989157902330714,17.404569676796,11.531158233231288,4.762173934797756
Brett Leonard,48,1,32,32101000,Horror,The Lawnmower Man ,27800,1109,Others,R,10000000,0,5.4,0,22101000,221.01000000000002,0,0,0,0,0,1,0,331,0.5,16.91113341433306,17.284397740262985,10.232791299678729,3.871201010907891
Michael Patrick Jann,77,0,31,10561238,Comedy,Drop Dead Gorgeous ,27265,6388,Others,PG-13,10000000,0,6.5,0,561238,5.61238,0,0,0,1,0,0,0,1531,0.2398753894080997,13.237900336963703,16.172701064219407,10.213359107360162,4.343805421853684
Paul Haggis,287,0,549,54557348,Crime,Crash ,361169,5732,Others,R,6500000,1,7.9,18000,48057348,739.3438153846154,0,0,0,0,0,0,0,1823,0.17672413793103448,17.687905605726346,17.814762963279996,12.797101271814103,5.659482215759621
Lewis Gilbert,130,0,43,43100000,Action,You Only Live Twice ,75280,2127,Others,Approved,9500000,0,6.9,0,33600000,353.6842105263158,1,0,0,0,0,0,0,706,0.4868913857677903,17.33003662493343,17.579033555073977,11.22896977425926,4.867534450455582
Ridley Scott,392,0,0,78900000,Horror,Alien ,563827,2524,Others,R,11000000,0,8.5,23000,67900000,617.2727272727273,0,0,0,0,0,1,0,1094,0.35315315315315315,18.033546592528925,18.1836917858161,13.242502745837948,5.971261839790462
Terence Young,129,1,92,63600000,Action,Thunderball ,82073,1164,Others,Approved,9000000,0,7,0,54600000,606.6666666666666,1,0,0,0,0,0,0,366,0.4690909090909091,17.815544440715133,17.96812402831035,11.315364374116752,4.859812404361672
Kenneth Branagh,46,1,0,10161099,Action,Henry V ,23441,1341,Others,PG-13,9000000,0,7.7,0,1161099,12.9011,1,0,0,0,0,0,0,650,0.42592592592592593,13.964877528362466,16.13407716355607,10.062241904896988,3.828641396489095
Peter Faiman,35,0,4,174635000,Adventure,Crocodile Dundee ,74743,822,Others,PG-13,8800000,0,6.5,0,165835000,1884.4886363636363,0,1,0,0,0,0,0,255,0.3763440860215054,18.926503876095566,18.978208639470868,11.22181084138297,3.5553480614894135
Danny Boyle,224,0,0,45063889,Drama,28 Days Later... ,297250,241,Others,R,8000000,1,7.6,11000,37063889,463.29861250000005,0,0,0,0,1,0,0,59,0.1554476058292852,17.428153711254367,17.62359179639015,12.602328814553028,5.4116460518550396
Kenneth Branagh,41,0,0,22551000,Comedy,Much Ado About Nothing ,37269,37645,Others,PG-13,8000000,0,7.4,0,14551000,181.8875,0,0,0,1,0,0,0,18591,0.24848484848484848,16.493170277742415,16.931289968827716,10.525917160881786,3.713572066704308
Peter R. Hunt,143,1,13,22800000,Action,On Her Majesty's Secret Service ,59941,1769,Others,M,7000000,0,6.8,0,15800000,225.71428571428572,1,0,0,0,0,0,0,558,0.3163716814159292,16.575520497997196,16.94227109392467,11.001116024081504,4.962844630259907
E. Elias Merhige,196,0,54,8279017,Drama,Shadow of the Vampire ,34191,1761,Others,R,8000000,0,6.9,0,279017,3.4877125,0,0,0,0,1,0,0,901,0.5781710914454278,12.539027990846872,15.929234799506926,10.439717730523846,5.278114659230517
Stanley Tong,62,0,7,32333860,Action,Rumble in the Bronx ,29843,407,Others,R,7500000,0,6.7,0,24833860,331.11813333333333,1,0,0,0,0,0,0,183,0.7654320987654321,17.027718602510483,17.29162553632668,10.303705585457303,4.127134385045092
Lone Scherfig,278,0,92,12574715,Drama,An Education ,112138,4198,Others,PG-13,4500000,1,7.3,12000,8074715,179.4381111111111,0,0,0,0,1,0,0,987,1.1729957805907174,15.904248132332496,16.34719860967734,11.627485534669326,5.627621113690637
Guy Hamilton,120,0,82,43800000,Action,Diamonds Are Forever ,74249,1105,Others,GP,7200000,0,6.7,0,36600000,508.3333333333333,1,0,0,0,0,0,0,352,0.43478260869565216,17.415558798371595,17.595144375346674,11.215179588560783,4.787491742782046
Jane Campion,83,1,319,40158000,Drama,The Piano ,63931,1051,Others,R,7000000,0,7.6,0,33158000,473.68571428571425,0,0,0,0,1,0,0,29,0.34439834024896265,17.316794572781546,17.508332231310835,11.065559655746993,4.418840607796598
Guy Hamilton,136,1,82,35400000,Action,Live and Let Die ,74957,1865,Others,PG,7000000,0,6.8,0,28400000,405.71428571428567,1,0,0,0,0,0,0,736,0.5418326693227091,17.161899703131436,17.382222378104004,11.224669894766711,4.912654885736052
Bennett Miller,271,0,152,28747570,Biography,Capote ,100571,22140,Others,R,7000000,1,7.4,0,21747570,310.6795714285714,0,0,1,0,0,0,0,95,0.6514423076923077,16.89501258511943,17.174063799896338,11.51861922471215,5.602118820879701
Guy Hamilton,118,1,82,21000000,Action,The Man with the Golden Gun ,73950,17611,Others,PG,13000000,0,6.8,2000,8000000,61.53846153846154,1,0,0,0,0,0,0,631,0.4573643410852713,15.89495209964411,16.860032995687696,11.211144468138945,4.770684624465665
Neil Marshall,342,0,197,26005908,Adventure,The Descent ,154938,1379,Others,R,3500000,1,7.2,10000,22505908,643.0259428571428,0,1,0,0,0,0,0,398,0.3109090909090909,16.929288410484915,17.073834300941986,11.950780315880044,5.834810737062605
Phillip Noyce,74,0,176,6165429,Adventure,Rabbit-Proof Fence ,23486,312,Others,PG,6000000,1,7.5,0,165429,2.7571499999999998,0,1,0,0,0,0,0,139,0.2971887550200803,12.016297378729984,15.634468278534259,10.064159777925026,4.30406509320417
James Cameron,204,0,0,38400000,Action,The Terminator ,600266,3582,Others,R,6500000,0,8.1,13000,31900000,490.76923076923083,1,0,0,0,0,0,0,918,0.2947976878612717,17.278116567755074,17.463568017557954,13.30512816928843,5.318119993844216
Oliver Stone,120,0,0,137963328,Drama,Platoon ,291603,42028,Others,R,6000000,0,8.1,9000,131963328,2199.3887999999997,0,0,0,0,1,0,0,1430,0.2376237623762376,18.698034623770205,18.742498468676146,12.583148567129562,4.787491742782046
Walt Becker,96,0,12,21005329,Comedy,Van Wilder: Party Liaison ,89128,19341,Others,R,6000000,1,6.4,0,15005329,250.08881666666665,0,0,0,1,0,0,0,1459,0.37209302325581395,16.523915962640892,16.860286725400353,11.397828817739152,4.564348191467836
John Carpenter,201,0,0,25244700,Action,Escape from New York ,91017,2270,Others,R,6000000,0,7.2,0,19244700,320.745,1,0,0,0,0,0,0,983,0.7077464788732394,16.772746256113948,17.04412679066325,11.41880158123839,5.303304908059076
Peter Howitt,88,0,29,11883495,Comedy,Sliding Doors ,52805,1462,Others,R,9000000,0,6.8,0,2883495,32.038833333333336,0,0,0,1,0,0,0,588,0.31654676258992803,14.874513658032287,16.290661020552008,10.874361162180575,4.477336814478207
Kevin Macdonald,252,1,162,17605861,Biography,The Last King of Scotland ,145580,1184,Others,R,6000000,1,7.7,0,11605861,193.43101666666666,0,0,1,0,0,0,0,174,0.717948717948718,16.267020787097124,16.683742415936038,11.888481042672248,5.529429087511423
Jean-Jacques Mantello,9,0,0,7518876,Adventure,Dolphins and Whales 3D: Tribes of the Ocean ,172,844,Others,NA,6000000,1,6.5,28,1518876,25.3146,0,1,0,0,0,0,0,NA,1.8,14.233481145592723,15.832927216669448,5.147494476813453,2.1972245773362196
Gurinder Chadha,161,0,98,32541719,Comedy,Bend It Like Beckham ,89806,2201,Others,PG-13,3500159,1,6.7,0,29041560,829.7211640956883,0,0,0,1,0,0,0,925,0.3675799086757991,17.18423846548632,17.298033485649345,11.405407067203024,5.081404364984463
Hugh Hudson,90,1,46,58800000,Biography,Chariots of Fire ,40511,1651,Others,PG,5500000,0,7.2,0,53300000,969.0909090909091,0,0,1,0,0,0,0,552,0.4225352112676056,17.791446889136072,17.889652412868855,10.609328821154959,4.499809670330265
Scott Hicks,71,0,96,35811509,Biography,Shine ,43013,888,Others,PG-13,5500000,0,7.7,0,30311509,551.1183454545454,0,0,1,0,0,0,0,329,0.6826923076923077,17.22703803334405,17.39377988015409,10.669257674565925,4.2626798770413155
Émile Gaudreault,67,0,9,6239558,Comedy,Mambo Italiano ,5548,1033,Others,R,5000000,1,6.7,352,1239558,24.79116,0,0,0,1,0,0,0,281,1,14.030265422424339,15.646419904503478,8.621192781434722,4.204692619390966
Stephen Daldry,151,0,335,21994911,Drama,Billy Elliot ,98354,1122,Others,R,5000000,0,7.7,0,16994911,339.89822,0,0,0,0,1,0,0,237,0.34872979214780603,16.648424504264277,16.906321666382595,11.496328494062858,5.017279836814924
Alfonso Cuarón,173,0,0,13622333,Adventure,Y Tu Mamá También ,91377,361,Others,R,2000000,1,7.7,0,11622333,581.1166499999999,0,1,0,0,0,0,0,62,0.44935064935064933,16.26843906376221,16.42722113623413,11.422749084637442,5.153291594497779
Edgar Wright,246,0,1000,13464388,Comedy,Shaun of the Dead ,395921,1686,Others,R,4000000,1,8,19000,9464388,236.60969999999998,0,0,0,1,0,0,0,785,0.28637951105937137,16.063046681264062,16.4155588320252,12.888969975385358,5.5053315359323625
Duncan Jones,415,0,0,5009677,Drama,Moon ,260607,19404,Others,R,5000000,1,7.9,47000,9677,0.19354000000000002,0,0,0,0,1,0,0,944,0.8556701030927835,9.177507214880942,15.426881999924815,12.470768804401922,6.028278520230698
Mike Newell,84,0,179,52700832,Comedy,Four Weddings and a Funeral ,107923,1862,Others,R,4500000,0,7.1,0,48200832,1071.1296,0,0,0,1,0,0,0,637,0.4263959390862944,17.69088684028264,17.78014180086325,11.589173288864432,4.430816798843313
Niki Caro,149,0,51,20772796,Drama,Whale Rider ,34232,497,Others,PG-13,6000000,1,7.6,0,14772796,246.21326666666667,0,0,0,0,1,0,0,28,0.430635838150289,16.508297939232566,16.849154804028608,10.440916158096654,5.003946305945459
Neil Jordan,63,0,277,62549000,Crime,The Crying Game ,41361,2412,Others,R,2300000,0,7.3,0,60249000,2619.5217391304345,0,0,0,0,0,0,0,857,0.42567567567567566,17.913996532686927,17.951460807539167,10.63009368683974,4.143134726391533
Bob Clark,75,0,84,105500000,Comedy,Porky's ,31260,582,Others,R,4000000,0,6.2,0,101500000,2537.5,0,0,0,1,0,0,0,190,0.4934210526315789,18.435569356446116,18.474221510880394,10.350094603975467,4.31748811353631
Woody Allen,177,0,11000,10515579,Comedy,Scoop ,66840,20132,Others,PG-13,4000000,1,6.7,0,6515579,162.889475,0,0,0,1,0,0,0,832,0.7137096774193549,15.689706636426443,16.168368429796967,11.11005698270933,5.176149732573829
J.A. Bayona,300,0,171,7159147,Drama,The Orphanage ,120189,954,Others,R,3400000,1,7.5,11000,3759147,110.56314705882353,0,0,0,0,1,0,0,416,0.974025974025974,15.13970262792694,15.783901397761587,11.696820782752475,5.703782474656201
Nicholas Hytner,112,0,13,2706659,Comedy,The History Boys ,17770,5977,Others,R,2000000,1,6.9,0,706659,35.332950000000004,0,0,0,1,0,0,0,1276,0.6511627906976745,13.468303508864631,14.811225590953423,9.785266921148697,4.718498871295094
Peter Cattaneo,122,0,11,45857453,Comedy,The Full Monty ,82232,2323,Others,R,3500000,0,7.2,0,42357453,1210.212942857143,0,0,0,1,0,0,0,1012,0.7011494252873564,17.561654949410997,17.64104829525598,11.317299799692758,4.804021044733257
Juan José Campanella,262,1,195,20167424,Drama,The Secret in Their Eyes ,131831,1044,Others,R,2000000,1,8.2,33000,18167424,908.3712,0,0,0,0,1,0,0,138,1.1341991341991342,16.715140658169833,16.819579187346847,11.78927607825006,5.568344503761097
Luc Jacquet,169,0,10,77413017,Documentary,March of the Penguins ,45984,11218,Others,G,8000000,1,7.6,0,69413017,867.6627125,0,0,0,0,0,0,1,142,0.5105740181268882,18.055584972730447,18.164665502714143,10.736048788878751,5.1298987149230735
Fernando Meirelles,214,1,353,7563397,Crime,City of God ,533200,1211,Others,R,3300000,1,8.7,28000,4263397,129.1938484848485,0,0,0,0,0,0,0,109,0.2857142857142857,15.265576818317241,15.838830985857685,13.18665186728669,5.365976015021851
Joshua Marston,155,0,13,6517198,Crime,Maria Full of Grace ,30474,308,Others,R,3000000,1,7.5,0,3517198,117.23993333333334,0,0,0,0,0,0,0,17,0.9011627906976745,15.073175207852682,15.689955086930635,10.3246291400293,5.043425116919247
Guy Hamilton,164,0,82,51100000,Action,Goldfinger ,139432,1198,Others,Approved,3000000,0,7.8,0,48100000,1603.3333333333335,1,0,0,0,0,0,0,379,0.3923444976076555,17.68879273507599,17.74929505517393,11.845332306201518,5.099866427824199
Danny Boyle,134,0,0,16501785,Drama,Trainspotting ,469561,3559,Others,R,3500000,0,8.2,21000,13001785,371.47957142857143,0,0,0,0,1,0,0,1444,0.2607003891050584,16.38059721369228,16.61897911483776,13.059553494643483,4.897839799950911
Kirk Jones,94,0,52,24788807,Comedy,Waking Ned Devine ,21245,1965,Others,PG,3000000,0,7.4,0,21788807,726.2935666666666,0,0,0,1,0,0,0,1070,0.4413145539906103,16.896906955536704,17.02590277860972,9.963876852548912,4.543294782270004
Michael Moore,215,0,909,21244913,Crime,Bowling for Columbine ,123090,1779,Others,R,4000000,1,8,4000,17244913,431.12282500000003,0,0,0,0,0,0,0,688,0.24211711711711711,16.66302775939979,16.871628036441468,11.720671074104342,5.3706380281276624
James Ivory,55,0,133,20966644,Drama,A Room with a View ,29610,1665,Others,Unrated,3000000,0,7.4,0,17966644,598.8881333333334,0,0,0,0,1,0,0,692,0.5851063829787234,16.704027485614773,16.858443351920894,10.295867421095638,4.007333185232471
David Lean,122,1,767,27200000,Adventure,The Bridge on the River Kwai ,149444,1035,Others,PG,3000000,0,8.2,0,24200000,806.6666666666666,0,1,0,0,0,0,0,206,0.4468864468864469,17.001863191126915,17.118727531266227,11.91467701969974,4.804021044733257
Damien O'Donnell,82,0,70,4170647,Comedy,East Is East ,14548,1616,Others,R,1900000,0,6.9,1000,2270647,119.50773684210527,0,0,0,1,0,0,0,346,0.5093167701863354,14.635575370872957,15.243581737614855,9.58520880610688,4.406719247264253
Walter Salles,71,0,179,5595428,Drama,Central Station ,28951,167,Others,R,2900000,0,8,0,2695428,92.94579310344827,0,0,0,0,1,0,0,25,0.27626459143968873,14.807067562331802,15.537460393674634,10.273360024718905,4.2626798770413155
Alexandre Aja,251,0,192,3645438,Horror,High Tension ,55040,923,Others,Unrated,2200000,1,6.8,0,1445438,65.70172727272727,0,0,0,0,0,1,0,378,0.46567717996289426,14.183922947785696,15.10898708081476,10.915815472607225,5.5254529391317835
James Ivory,29,1,133,3130592,Drama,Maurice ,10755,1269,Others,R,2600000,0,7.8,963,530592,20.407384615384615,0,0,0,0,1,0,0,488,0.42028985507246375,13.181748643301098,14.956732682012309,9.28312604170183,3.367295829986474
Terence Young,167,0,92,24800000,Action,From Russia with Love ,89403,1456,Others,Approved,2000000,0,7.5,0,22800000,1140,1,0,0,0,0,0,0,378,0.4664804469273743,16.94227109392467,17.02635421113521,11.40090951764556,5.117993812416755
George Miller,177,0,750,9003011,Action,Mad Max 2: The Road Warrior ,133966,1396,Others,R,2000000,0,7.6,0,7003011,350.15055,1,0,0,0,0,0,0,572,0.6020408163265306,15.761850757391812,16.013069634904816,11.805341315394521,5.176149732573829
Chia-Liang Liu,77,0,32,11546543,Action,The Legend of Drunken Master ,34520,768,Others,R,2000000,0,7.6,0,9546543,477.32714999999996,1,0,0,0,0,0,0,222,0.5273972602739726,16.071689657394092,16.261896642771383,10.449294145197364,4.343805421853684
Florian Henckel von Donnersmarck,215,1,207,11284657,Drama,The Lives of Others ,259379,927,Others,R,2000000,1,8.5,39000,9284657,464.23285,0,0,0,0,1,0,0,439,0.5282555282555282,16.04387381078342,16.238954573443102,12.466045591534934,5.3706380281276624
Chris Eyre,56,0,149,6719300,Comedy,Smoke Signals ,8224,3163,Others,PG-13,2000000,0,7.2,0,4719300,235.96499999999997,0,0,0,1,0,0,0,1332,0.42424242424242425,15.367171041478706,15.720494540406941,9.014811987694946,4.02535169073515
Alejandro G. Iñárritu,157,0,0,5383834,Drama,Amores Perros ,173551,318,Others,R,2000000,0,8.1,11000,3383834,169.1917,0,0,0,0,1,0,0,114,0.43490304709141275,15.034519944131523,15.498911317736285,12.064226783301566,5.056245805348308
Kevin Tenney,65,0,85,7369373,Horror,Witchboard ,4288,901,Others,R,2000000,0,5.7,0,5369373,268.46865,0,0,0,0,0,1,0,380,0.8783783783783784,15.496221699891558,15.812843185919602,8.363575702750637,4.174387269895637
Ari Folman,231,0,56,2283276,Animation,Waltz with Bashir ,46107,56,Others,R,1500000,1,8,0,783276,52.218399999999995,0,0,0,0,0,0,0,0,1.4807692307692308,13.571240403284243,14.641121811765998,10.738720061275421,5.442417710521793
James Marsh,194,0,120,2957978,Biography,Man on Wire ,40481,68,Others,PG-13,1000000,1,7.8,0,1957978,195.7978,0,0,1,0,0,0,0,27,1.4477611940298507,14.487422866054413,14.900016484767482,10.608588007213532,5.267858159063328
Carlos Carrera,85,0,12,5709616,Drama,El crimen del padre Amaro ,11088,546,Others,R,1800000,1,6.8,544,3909616,217.2008888888889,0,0,0,0,1,0,0,230,0.7727272727272727,15.178949717419988,15.557662328932953,9.313618721429684,4.442651256490317
Tom Tykwer,181,0,670,7267324,Crime,Run Lola Run ,161471,623,Others,R,3500000,0,7.8,0,3767324,107.63782857142856,0,0,0,0,0,0,0,71,0.2552891396332863,15.141875493063125,15.79889869371566,11.992080838957374,5.198497031265826
Atom Egoyan,53,0,460,5132222,Drama,Exotica ,14112,2990,Others,R,2000000,0,7.2,619,3132222,156.6111,0,0,0,0,1,0,0,1871,0.6385542168674698,14.95725321480693,15.451049261771152,9.554780778246572,3.970291913552122
Guy Ritchie,116,0,0,3650677,Comedy,"Lock, Stock and Two Smoking Barrels ",414976,28294,Others,R,960000,0,8.2,21000,2690677,280.2788541666667,0,0,0,1,0,0,0,1452,0.22179732313575526,14.805303392776173,15.110423187811541,12.935975966215238,4.7535901911063645
Thomas Vinterberg,98,0,346,1647780,Drama,The Celebration ,65951,821,Others,R,1300000,0,8.1,5000,347780,26.752307692307692,0,0,0,0,1,0,0,419,0.3798449612403101,12.75932537493606,14.314939485394653,11.096667321032777,4.584967478670572
Mira Nair,137,0,300,13876974,Comedy,Monsoon Wedding ,19397,809,Others,R,7000000,1,7.4,0,6876974,98.2424857142857,0,0,0,1,0,0,0,282,0.6401869158878505,15.74368928757649,16.44574147774759,9.872873693918292,4.919980925828125
Sergio Leone,181,1,0,6100000,Western,"The Good, the Bad and the Ugly ",503509,16089,Others,Approved,1200000,0,8.9,20000,4900000,408.3333333333333,0,0,0,0,0,0,0,58,0.23205128205128206,15.404745763080856,15.623799329143539,13.129356865856868,5.198497031265826
Terence Young,184,0,92,16067035,Action,Dr. No ,116642,1421,Others,Approved,1100000,0,7.3,5000,14967035,1360.6395454545454,1,0,0,0,0,0,0,452,0.4730077120822622,16.521360673986536,16.592280215401143,11.666864693871887,5.214935757608986
Clive Barker,203,0,385,14564027,Fantasy,Hellraiser ,76407,673,Others,R,1000000,0,7,0,13564027,1356.4026999999999,0,0,0,0,0,0,0,309,0.6059701492537314,16.422931772788942,16.494065142162036,11.243829593994127,5.313205979041787
Nicole Holofcener,18,0,132,1277257,Comedy,Walking and Talking ,2629,2400,Others,R,1000000,0,6.8,227,277257,27.725699999999996,0,0,0,1,0,0,0,1279,0.5625,12.532700152865035,14.060225367702591,7.874358824729881,2.8903717578961645
Cristian Mungiu,233,0,163,1185783,Drama,"4 Months, 3 Weeks and 2 Days ",44763,264,Others,Not Rated,590000,1,7.9,14000,595783,100.98016949152542,0,0,0,0,1,0,0,87,1.3546511627906976,13.297631785789456,13.985913873839602,10.709137184308531,5.4510384535657
Peter Sollett,59,0,6,2073984,Drama,Raising Victor Vargas ,4743,663,Others,R,800000,1,7.2,219,1273984,159.248,0,0,0,0,1,0,0,338,0.43703703703703706,14.05765955616568,14.544981953180619,8.464425125877582,4.07753744390572
Peter Jackson,446,1,0,218051260,Action,King Kong ,316027,7122,Others,PG-13,207000000,1,7.2,0,11051260,5.338772946859904,1,0,0,0,0,0,0,1002,0.1703590527119939,16.218055006576755,19.200240730727526,12.663582931956975,6.100318952020064
Jaume Collet-Serra,228,0,174,32048809,Horror,House of Wax ,94463,2160,Others,R,30000000,1,5.3,0,2048809,6.829363333333334,0,0,0,0,0,1,0,1040,0.3958333333333333,14.53276920667311,17.28277057995405,11.455963502420696,5.429345628954441
Siddiq Barmak,105,0,6,1127331,Drama,Osama ,7559,30,Others,PG-13,46000,1,7.4,0,1081331,2350.7195652173914,0,0,0,0,1,0,0,0,1.3636363636363635,13.893703247717163,13.935363449989216,8.930494185292178,4.653960350157523
Terry Gilliam,131,0,0,1229197,Adventure,Monty Python and the Holy Grail ,382240,2158,Others,PG,229575,0,8.3,14000,999622,435.4228465643036,0,1,0,0,0,0,0,893,0.1984848484848485,13.815132486504266,14.021871668623708,12.853803962559637,4.875197323201151
Cédric Klapisch,29,0,82,1652472,Comedy,When the Cat's Away ,2843,102,Others,R,300000,0,6.9,166,1352472,450.82399999999996,0,0,0,1,0,0,0,17,1.16,14.117444587085519,14.317782906540222,7.952615111651,3.367295829986474
Vincenzo Natali,99,0,165,489220,Mystery,Cube ,160511,1743,Others,R,365000,0,7.3,11000,124220,34.03287671232877,0,0,0,0,0,0,0,967,0.14224137931034483,11.729809466113293,13.100567565033872,11.98611775502928,4.59511985013459
Sergio Leone,122,0,0,3500000,Action,A Fistful of Dollars ,147566,16534,Others,R,200000,0,8,0,3300000,1650,1,0,0,0,0,0,0,453,0.5191489361702127,15.009433026436708,15.068273526459642,11.90203081230982,4.804021044733257
Majid Majidi,46,0,373,925402,Drama,Children of Heaven ,27882,100,Others,PG,180000,0,8.5,0,745402,414.1122222222222,0,0,0,0,1,0,0,62,0.35384615384615387,13.521678949146851,13.737983516680279,10.235736598313034,3.828641396489095
John Carney,232,0,109,9437933,Drama,Once ,90827,332,Others,R,180000,1,7.9,26000,9257933,5143.296111111111,0,0,0,0,1,0,0,114,0.7051671732522796,16.040991363562934,16.060247552281627,11.4167118772158,5.44673737166631
Neil LaBute,80,0,119,2856622,Comedy,In the Company of Men ,11550,254,Others,R,25000,0,7.3,489,2831622,11326.488000000001,0,0,0,1,0,0,0,115,0.40609137055837563,14.856360250310953,14.865150365844286,9.35444071594994,4.382026634673881
Olivier Assayas,81,0,107,136007,Drama,Clean ,3924,776,Others,R,4500,1,6.9,171,131507,2922.3777777777777,0,0,0,0,1,0,0,178,2.076923076923077,11.78681536112235,11.820461633981859,8.274866820685254,4.394449154672439
Jafar Panahi,64,0,397,673780,Drama,The Circle ,4555,5,Others,Not Rated,10000,0,7.5,697,663780,6637.8,0,0,0,0,1,0,0,0,2.4615384615384617,13.405706048257011,13.42065892711572,8.423980809694058,4.1588830833596715
Neill Dela Llana,35,0,0,70071,Thriller,Cavite ,589,0,Others,Not Rated,7000,1,6.3,74,63071,901.0142857142856,0,0,0,0,0,0,0,0,1,11.052016354930764,11.157264292705586,6.3784261836515865,3.5553480614894135
